num1,num2,num3,cat1,cat2
12.483570765056164,39.308678494144075,37.590754152402766,A,b
17.61514928204013,38.82923312638332,34.06345217220328,A,b
17.896064077536955,43.837173645764544,33.122102456260194,A,b
12.712800217929823,37.68291153593769,33.137080985718974,A,b
11.209811357830171,30.43359877671101,28.10032866994787,A,b
7.188562353795136,34.93584439832788,36.256989330381096,A,b
5.459879622393945,32.93848149332354,40.862595075686215,A,b
8.871118497567322,40.337641023439616,29.301007255146175,A,b
7.278086377374087,40.554612948549334,30.39602569031079,A,b
11.87849009172836,36.99680655040598,33.83322500082689,A,b
6.991466938853016,49.26139092254469,34.94601110104826,A,b
4.711445355220498,44.11272456051594,30.11662540011591,A,b
11.044317975023777,30.201649380601122,29.687255804406277,A,b
10.984306179345618,43.69233289997705,35.68547312475988,A,b
9.421758588058797,38.494481522053555,29.08591203853029,A,b
6.400778958026457,37.696806145201066,39.22848890487566,A,b
11.718091447842307,31.18479922318633,36.29633587757918,A,b
8.074588597918417,36.61538999847021,37.446705155363475,A,b
15.154997612479754,44.65640059558099,31.643129907109447,A,b
8.453938120743928,41.65631715701782,38.90218050848944,A,b
7.604128810773551,39.07170511668092,30.574660103975887,A,b
4.018966879596646,44.06262911197099,40.424960114283294,A,b
9.63994939209833,45.01766448946012,36.446544100190536,A,b
6.774401226974378,41.80697802754207,41.15214626586388,A,b
9.820869804450242,47.82321827907003,24.52101958364102,A,b
14.10951252187612,40.435235341190854,33.80397059813653,A,b
10.458803882677511,30.062155426995538,34.12131244864995,A,b
11.785562857558732,47.38947022370758,32.92691912690541,A,b
5.957531985534062,37.491214782077314,38.6616084708083,A,b
11.643755548298422,37.351198981164806,37.05306973245342,A,b
10.485387746740201,44.84322495266444,32.19178762449059,A,b
8.361689267011158,38.03945923433921,29.145940207471526,A,b
11.480601385322881,41.30527636089945,35.02045382656984,A,b
8.827064333124266,32.923146289747926,33.31741870893856,A,b
8.286427417366152,35.9886136538919,34.35485715333596,A,b
12.020254284072692,49.43092950605265,35.698311251327354,A,b
11.28775195361382,39.62777042116917,27.324915138803835,A,b
9.867430622753915,40.30115104970513,44.852968449941145,A,b
9.038195176094387,41.50773671166806,34.86115292117903,A,b
4.15660981190234,45.7141140725751,38.007732130747094,A,b
13.955159735215235,35.4530627260263,40.61117724374439,A,b
2.990744686038596,42.93428546900135,43.76182250323991,A,b
5.047318374346558,37.16851135198614,35.398605460350566,A,b
7.482621729419003,32.24668284466934,35.27425189922411,A,b
4.688481431369476,42.36796215317591,31.322303063064787,A,b
17.749672025087698,36.08373353831882,33.7117539351773,A,b
14.067586086848348,33.84567841783022,35.909839738416515,A,b
16.53571377141214,31.96258382719386,35.73853543412922,A,b
11.299413971242117,43.909114358886555,30.052197156487672,A,b
3.397716934578618,42.60970782808449,36.18793869293275,A,b
11.252464251729382,41.73224104748488,32.27990111368604,A,b
11.161268485805017,41.46536236649341,32.14259432789453,A,b
19.328872555723784,42.36916460455894,30.234786011189406,A,b
13.282768043169149,35.126591648863396,38.14833841496981,A,b
15.79297789503702,35.89658840824145,38.85350451697729,A,b
