num1,num2,num3,cat1,cat2
12.483570765056164,39.308678494144075,37.590754152402766,A,a
17.61514928204013,35.41586578090814,34.50341127890893,A,a
11.395206461000688,45.05257642403263,32.67648746390594,A,a
7.374150964109261,47.311890601730084,41.154859870458395,A,a
1.3754108374348366,37.188562353795135,30.948675518662306,A,b
11.57123666297637,41.11039450782371,31.92809399222769,A,b
22.797440155188966,41.97116510939801,35.48887666089072,A,a
7.4228216895377335,38.53300426820669,34.880645722561006,A,a
6.996806550405975,38.54153125103362,32.593173551082415,A,a
19.261390922544688,45.65114096948518,36.49247565891768,A,a
8.852747730840218,41.946744566280614,29.93952354430943,A,b
15.459961321788356,41.61499898639149,29.426332236509186,A,a
13.692332899977053,40.85684140594985,34.537406870447036,A,b
8.494481522053556,41.31743020115105,41.56708446405631,A,b
3.266609513193269,35.59704366976447,30.477790781273733,A,a
10.67214441314011,30.621616138967415,29.53287144445481,A,b
15.154997612479754,44.65640059558099,31.643129907109447,A,a
8.453938120743928,39.15897455950457,39.65907458201809,A,a
9.111339393646725,37.9480834565685,39.7188653788028,A,b
5.508960302721609,42.28942538500007,28.262850486536475,A,a
11.80818012523817,36.774401226974376,36.44558242203365,A,a
17.690182832329846,36.92562120291345,36.33156976195572,A,b
2.9062477070429864,45.212458086697104,38.61412996250337,A,a
10.09500165531075,44.363525489952586,44.14890393182917,A,a
5.957531985534062,37.491214782077314,38.6616084708083,A,b
11.643755548298422,37.92617682797267,29.40503647357657,A,b
16.859310667748883,40.877766469774166,33.76284581422169,A,a
13.365627513869875,44.249606020311745,29.754703096995563,A,a
11.480601385322881,41.30527636089945,35.02045382656984,A,a
8.827064333124266,49.72557807243393,34.38665416993544,A,b
12.264681632667546,39.169695458244675,35.85975532037902,A,a
-0.11157466597867582,36.686308433108934,34.41410877303353,A,b
0.4061439235047928,39.867430622753915,35.24092083976411,A,b
22.31621056242643,39.599563323237554,34.03447947342315,A,a
7.126453961933002,37.892508898300584,36.35928385674657,A,b
9.963099250277136,36.18686517892424,35.67463754877318,A,b
13.955159735215235,35.4530627260263,40.61117724374439,A,b
2.990744686038596,46.09025218878255,33.442167902786075,A,b
7.532837588983367,44.615813041709764,41.826419814713844,A,a
14.367947078176897,44.437558072081345,37.4219325233907,A,b
4.688481431369476,42.36796215317591,31.322303063064787,A,b
17.749672025087698,42.40989569501447,38.70582543448129,A,a
8.21627487115903,42.780608992669826,39.17544244367463,A,a
12.63224080667348,31.447352107374847,35.47591396758394,A,a
11.299413971242117,43.909114358886555,30.052197156487672,A,b
3.397716934578618,40.54355899813693,35.42305458811104,A,b
13.088204227555725,46.08535398490055,35.9051530779955,A,a
14.237007162883195,42.83447035393544,34.34199826335238,A,a
19.328872555723784,42.36916460455894,30.234786011189406,A,a
13.282768043169149,39.97571527674485,33.466706774936384,A,b
13.849886799653968,46.34194761201951,36.697944976225806,A,a
14.702677924810049,43.17120148132145,47.244380857513036,A,b
5.552427851872384,35.92094857517281,34.69159316234359,A,b
11.705759874083219,39.29550722766325,38.48864743741382,A,a
23.672110795308708,40.468827150759736,29.374378931273803,A,a
9.827351719525957,53.919690232449184,34.87525280733262,A,b
4.645537509694439,42.41236207621593,34.1061488586966,A,a
13.57000247046046,39.361976028593126,36.36636322379486,A,b
7.737688838276654,43.88524897451804,39.18228467338527,A,b
8.289291436973095,28.409658759060857,33.92792659262851,A,b
10.86590462925591,41.92658689864418,31.46457025519547,A,b
10.76862552972764,34.261400135875,40.558411312586365,A,a
15.287117544311881,40.256804297398176,38.48978863064181,A,a
15.330992720488691,42.24887019244367,42.115697375543846,A,b
12.575176336043299,42.56892975456105,37.06019074522419,A,a
29.263657453273606,37.220275511126914,34.489060686144455,A,a
4.237173141699925,32.49615803396413,35.660091192437356,A,b
5.720355410853159,35.432937313387924,33.179867304049736,A,b
13.431300951872567,31.936420644051744,33.11227253684227,A,b
15.44475298483683,44.83196000986209,32.956222130852154,A,b
12.747881725313336,33.645640965619805,44.55614382956985,A,a
19.217068791602664,39.46402762419437,33.0551308569875,A,a
6.037396307836497,39.42631779266551,37.019949115921825,A,a
14.328775970850607,32.25585660087954,33.62748374358361,A,b
14.726908450437836,46.33203427686438,36.509185061841634,A,b
18.25675493239745,34.08213416027731,35.915881728921754,A,b
12.219097140731142,43.87317026714668,31.29227811368767,A,b
9.702373219691,37.253735463178494,39.38718501776562,A,b
0.02519214221175403,33.4990357920328,41.17227060743633,A,b
16.616319035756185,40.00906805597338,38.02374112716661,A,b
5.092456744760245,42.31051737131635,35.796238782293884,A,a
6.998915614206027,41.72034065701011,38.704930171540134,A,b
0.5131150875567112,46.402703808387315,32.53946528891468,A,a
20.55658820808126,42.23144674000959,39.544969268477054,A,a
11.404959338675162,36.88650240089703,34.1675109985709,A,b
7.534995326705836,34.37524131083571,40.127681521256804,A,a
6.888814175468605,38.2225567954182,38.80804437538678,A,a
17.262751237311853,39.54960683409897,32.97647978706282,A,a
5.855024945389639,37.19909479901515,37.98917442049305,A,a
13.051851327167324,36.923773921152545,36.531197868603144,A,a
6.653986359093935,45.809686588733875,41.2114391033573,A,a
7.802410622628614,36.865710652309225,29.631970783786574,A,a
16.527394035771646,40.105019208163796,37.727811885179854,A,a
8.44866621703272,37.94354704670093,38.93609417825236,A,b
19.561588199199853,45.32613541273459,27.83181959945914,A,a
7.766132441050461,32.796736305965915,36.07727061701016,A,a
13.120599085260775,43.1417275463214,34.95101290861234,A,a
5.513728142570843,41.622591581872776,41.70117299867288,A,a
13.069206707377123,46.78940394049994,33.26678637238976,A,b
11.019113637637336,32.09173037192727,35.31603605697622,A,b
12.759578292513378,22.962681128117225,22.126223114990257,B,a
18.932764241440765,37.391260574112316,21.482128639012974,B,b
18.48837878961846,29.977185855048518,22.270629595519384,B,b
19.759022572320934,33.23779054506857,27.14410613961943,B,a
22.596732571205862,37.66369456501289,24.56495940617257,B,a
22.008558610494706,30.287064738781854,21.623569070365015,B,a
20.348263322594395,34.917521531792325,26.894509550910257,B,b
20.271752889692856,27.640612379410655,22.775275416792045,B,a
30.765912287557782,26.163262185559752,28.489282546882713,B,a
20.91671002869176,29.2835837064146,22.59758127500166,B,b
12.735752704638195,33.92003205457084,24.369104166983586,B,b
13.224710222410339,26.21546954744202,21.49968470852753,B,a
21.708779878885796,39.38085419607943,28.8016953527442,B,b
17.115481721687985,26.768502503496254,23.385780172612357,B,a
23.709815082647324,37.38329312714814,27.800971813449678,B,b
19.338502780287687,23.841346162450872,25.758339680642354,B,b
25.897200603606436,27.654121739476476,18.14746188363649,B,b
26.769361870827062,31.293334560051086,29.930056846945003,B,a
7.738676993421334,25.49353090667666,24.56548534364458,B,b
19.722575208511632,31.712284590037573,32.64611842603772,B,a
20.026218498590914,30.23490296882371,23.199738114083026,B,b
23.114249661737492,26.717355242655913,21.8836790830085,B,a
13.157049422290715,32.67745904987602,29.24178725644187,B,b
27.706854984590912,12.609153931817218,23.92694775220195,B,a
25.896485920319133,30.337592407050543,33.24299169952795,B,b
28.77670421221602,32.06856399976037,30.36835401722366,B,a
27.445225869422394,34.38912584240057,23.265398692912612,B,b
18.288456806878003,30.27035437130243,25.96140462430991,B,b
14.083707436671125,19.803839111199498,23.92237266222177,B,b
23.58771127897981,34.33035258021399,24.585695600393507,B,b
24.907736883650408,31.65350278531966,24.941126965460253,B,b
23.982027148481635,22.384195647641196,29.82366082897034,B,b
13.477652497475734,33.348362744150194,26.466392984387394,B,b
15.300601068363225,26.237766498365655,31.69499263756553,B,b
30.27546304310736,28.40319996233171,23.213266117237332,B,a
